fid,資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,曜日(発生年月日),祝日(発生年月日),日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）,year
967087,1,30,443,227,2,0,1,30000,0,0,115,2021,12,19,10,40,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,55,35,4,61,31,0,1,0,2,0,40,0,4,0,2,0,2,0,4,2,354214334,1393617674,1,3,,,,,,,,,,,,,,,2021
967089,1,30,443,229,2,0,1,30000,0,0,115,2021,12,22,10,20,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,35,55,52,61,0,0,0,0,0,0,40,0,3,0,0,0,0,0,4,2,354211448,1393702262,4,3,,,,,,,,,,,,,,,2021
967096,1,30,545,108,2,0,1,170,1,58,105,2021,12,1,17,35,22,1,1,1,14,0,1,0,23,0,23,5,9,1,70,1,2,1,45,1,14,61,31,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,354333577,1394444925,4,3,,,,,,,,,,,,,,,2021
967100,1,30,545,112,2,0,1,20000,0,0,105,2021,12,7,17,41,22,3,1,2,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,1,3,61,1,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354228411,1394437038,3,3,,,,,,,,,,,,,,,2021
967102,1,30,545,114,2,0,1,30000,0,0,105,2021,12,11,18,5,22,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,1,55,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354234990,1394504247,7,3,,,,,,,,,,,,,,,2021
967104,1,30,545,116,2,0,1,2540,1,8,105,2021,11,29,21,45,22,1,1,1,7,0,1,0,23,0,23,3,9,1,70,1,1,1,45,55,51,61,0,0,0,0,0,0,30,0,4,0,0,0,0,0,4,2,354231179,1394505958,2,3,,,,,,,,,,,,,,,2021
967106,1,30,545,118,2,0,1,10100,0,0,105,2021,12,7,17,17,21,3,1,2,14,0,7,0,23,0,23,6,9,1,70,1,1,1,45,1,35,61,31,0,0,0,5,0,10,0,3,0,0,0,0,0,4,2,354231306,1394512488,3,3,,,,,,,,,,,,,,,2021
967107,1,30,545,119,2,0,1,30000,0,0,105,2021,12,16,5,16,22,1,1,1,14,0,7,0,23,0,23,4,9,1,70,1,1,1,45,45,35,61,31,0,0,0,3,0,10,0,3,0,0,0,0,0,4,2,354224932,1394455771,5,3,,,,,,,,,,,,,,,2021
967109,1,30,545,121,2,0,1,30000,0,0,105,2021,11,19,8,5,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,35,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354321365,1394425485,6,3,,,,,,,,,,,,,,,2021
967120,1,30,546,117,2,0,1,20370,0,0,105,2021,12,13,15,0,12,1,1,1,1,0,1,0,23,0,23,19,6,30,70,1,1,1,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354311570,1394329619,2,3,,,,,,,,,,,,,,,2021
967121,1,30,546,118,2,0,1,30000,0,0,105,2021,12,15,10,20,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,4,1,45,65,24,61,0,0,0,0,10,0,30,0,4,0,0,0,0,0,4,2,354243235,1394321839,4,3,,,,,,,,,,,,,,,2021
967137,1,30,547,129,2,0,1,30000,0,0,105,2021,12,9,20,4,22,1,1,1,7,0,1,0,23,0,23,3,9,1,70,5,2,1,1,35,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354219764,1394551981,5,3,,,,,,,,,,,,,,,2021
967145,1,30,547,137,2,0,1,10100,0,0,105,2021,12,29,11,40,12,1,1,1,14,0,7,0,23,0,23,5,9,20,70,1,1,1,45,1,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354213665,1394517316,4,3,,,,,,,,,,,,,,,2021
967147,1,30,548,81,2,0,1,20400,0,0,105,2021,12,6,21,55,22,1,1,1,1,0,1,9,22,0,23,14,9,30,70,5,2,1,45,25,17,61,31,0,11,0,4,0,20,0,3,0,2,0,2,0,4,2,354322743,1394515135,2,3,,,,,,,,,,,,,,,2021
967152,1,30,548,86,2,0,1,30000,0,0,105,2021,12,15,20,0,22,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,4,1,1,75,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354308809,1394520889,4,3,,,,,,,,,,,,,,,2021
967153,1,30,548,87,2,0,1,30000,0,0,105,2021,12,19,12,45,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,45,1,14,61,1,0,11,0,10,0,20,0,3,0,2,0,2,0,4,2,354312127,1394517699,1,3,,,,,,,,,,,,,,,2021
967157,1,30,549,94,2,0,1,30000,0,0,116,2021,12,29,15,35,12,1,1,1,1,0,7,9,22,0,23,14,7,30,70,5,3,1,45,75,59,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354406169,1394331803,4,3,,,,,,,,,,,,,,,2021
967161,1,30,550,219,2,0,1,30000,0,0,116,2021,11,22,13,52,12,2,1,1,14,0,7,0,23,0,23,2,9,1,70,5,1,1,65,35,3,61,1,0,1,0,10,0,40,0,3,0,2,0,2,0,4,2,354400408,1394235969,2,2,,,,,,,,,,,,,,,2021
967163,1,30,550,221,2,0,1,30000,0,0,116,2021,12,8,0,10,22,3,1,2,14,0,7,0,23,0,23,3,9,1,70,5,1,1,55,1,3,61,1,0,1,0,5,0,10,0,3,0,2,0,2,0,4,2,354354023,1394238633,4,3,,,,,,,,,,,,,,,2021
967169,1,30,550,227,2,0,1,30000,0,0,116,2021,12,15,10,40,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,1,1,1,25,45,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354356680,1394217378,4,3,,,,,,,,,,,,,,,2021
967176,1,30,550,234,2,0,1,30000,0,0,116,2021,12,27,5,50,23,1,1,1,1,0,1,9,22,0,23,19,9,30,70,4,2,1,45,35,3,61,31,0,1,0,1,0,10,0,3,0,2,0,2,0,4,2,354342171,1394223357,2,3,,,,,,,,,,,,,,,2021
967177,1,30,550,235,2,0,1,30000,0,0,116,2021,12,21,17,15,21,1,1,1,7,0,7,0,23,0,23,2,9,1,70,4,2,1,35,75,51,61,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,2,354343829,1394228966,3,3,,,,,,,,,,,,,,,2021
967183,1,30,551,248,2,0,1,10160,0,0,116,2021,11,28,15,30,13,1,1,1,12,0,7,0,23,0,23,5,7,1,70,1,1,1,25,45,51,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,354336417,1394146082,1,3,,,,,,,,,,,,,,,2021
967187,1,30,551,252,2,0,1,30000,0,0,116,2021,12,18,12,22,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,65,25,3,61,31,0,1,0,10,0,30,0,4,0,2,0,2,0,4,2,354412068,1394156782,7,3,,,,,,,,,,,,,,,2021
967199,1,30,551,264,2,0,1,10090,0,0,116,2021,12,27,15,40,13,1,1,1,14,0,7,0,23,0,23,1,7,1,70,5,2,1,35,1,51,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,354302625,1394245615,2,3,,,,,,,,,,,,,,,2021
967203,1,30,552,180,2,0,1,30000,0,0,117,2021,12,4,8,42,12,1,1,1,7,0,1,0,23,0,23,3,9,1,70,5,1,1,75,45,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354408879,1394508888,7,3,,,,,,,,,,,,,,,2021
967204,1,30,552,181,2,0,1,10090,0,0,117,2021,12,8,12,5,12,3,1,1,1,0,1,9,22,0,23,17,9,30,70,5,1,1,45,75,14,61,1,0,11,0,4,0,10,0,4,0,2,0,2,0,4,2,354457213,1394503325,4,3,,,,,,,,,,,,,,,2021
967205,1,30,552,182,2,0,2,30000,0,0,117,2021,12,8,20,12,22,3,1,2,7,0,7,0,23,0,23,1,9,1,70,4,2,1,65,35,35,61,31,0,0,0,2,0,10,0,4,0,0,0,0,0,2,2,354402360,1394529587,4,3,,,,,,,,,,,,,,,2021
967208,1,30,552,185,2,0,1,30000,0,0,117,2021,12,13,15,45,13,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,75,1,36,61,31,0,0,0,2,0,10,0,3,0,0,0,0,0,4,2,354444059,1394331353,2,3,,,,,,,,,,,,,,,2021
967209,1,30,552,186,2,0,1,30000,0,0,117,2021,12,15,17,5,21,1,1,1,1,0,7,9,22,0,23,14,9,30,70,5,1,1,1,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354423620,1394459435,4,3,,,,,,,,,,,,,,,2021
967213,1,30,552,190,2,0,1,20400,0,0,117,2021,12,11,13,42,12,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,45,35,52,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354448251,1394428998,7,3,,,,,,,,,,,,,,,2021
967219,1,30,553,134,2,0,1,30000,0,0,117,2021,12,1,7,40,12,3,1,2,1,0,7,9,22,0,23,14,9,30,70,4,1,1,55,45,13,61,1,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,354513732,1394503794,4,3,,,,,,,,,,,,,,,2021
967233,1,30,554,167,2,0,2,30000,0,0,117,2021,12,1,15,18,12,1,1,1,14,0,7,0,23,0,23,2,7,1,70,5,3,1,35,1,3,61,1,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354629664,1394220667,4,3,,,,,,,,,,,,,,,2021
967234,1,30,554,168,2,0,1,30000,0,0,117,2021,12,1,8,33,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,1,1,25,55,35,61,31,0,0,0,2,0,10,0,3,0,0,0,0,0,4,2,354622520,1394316549,4,3,,,,,,,,,,,,,,,2021
967237,1,30,554,171,2,0,1,30000,0,0,117,2021,12,11,23,12,22,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,2,1,45,35,3,61,31,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,354652520,1394305173,7,3,,,,,,,,,,,,,,,2021
967242,1,30,554,176,2,0,1,99000,0,0,117,2021,12,15,17,10,21,1,1,1,0,0,7,0,23,0,23,0,0,20,1,0,4,1,55,55,3,61,31,0,1,0,10,0,30,0,4,0,2,0,2,0,4,2,354658890,1394225772,4,3,,,,,,,,,,,,,,,2021
967245,1,30,554,179,2,0,1,30000,0,0,117,2021,12,20,11,50,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,1,1,1,1,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354636577,1394308561,2,3,,,,,,,,,,,,,,,2021
967250,1,30,554,184,2,0,1,30000,0,0,117,2021,12,31,14,15,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,45,75,3,61,31,0,1,0,10,0,30,0,3,0,2,0,2,0,4,2,354710778,1394158773,6,2,,,,,,,,,,,,,,,2021
967254,1,30,555,319,2,0,1,10130,0,0,119,2021,10,27,19,56,22,1,1,1,1,0,1,9,22,0,23,18,9,30,70,5,1,1,45,65,13,61,31,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,354537828,1394208869,4,3,,,,,,,,,,,,,,,2021
967255,1,30,555,320,2,0,1,2540,2,85,119,2021,12,1,12,12,12,1,1,1,1,0,1,9,22,0,23,19,7,30,70,1,2,1,55,45,14,61,1,0,11,0,10,0,10,0,3,0,2,0,2,0,4,2,354512309,1394125961,4,3,,,,,,,,,,,,,,,2021
967256,1,30,555,321,2,0,1,30000,0,0,119,2021,12,3,9,20,12,1,1,5,14,0,7,0,23,0,23,1,9,1,1,5,3,1,65,65,3,61,31,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,354453200,1394044646,6,3,,,,,,,,,,,,,,,2021
967259,1,30,555,324,2,0,1,30000,0,0,119,2021,12,8,17,7,21,3,1,2,14,0,7,0,23,0,23,2,9,1,70,5,2,1,55,65,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354459051,1394206303,4,3,,,,,,,,,,,,,,,2021
967264,1,30,555,329,2,0,1,2540,2,104,119,2021,11,21,5,25,23,1,1,1,1,0,1,9,22,0,23,15,9,30,70,1,1,1,35,55,12,61,31,0,11,0,5,0,10,0,3,0,2,0,2,0,4,2,354542862,1394018506,1,3,,,,,,,,,,,,,,,2021
967271,1,30,555,336,2,0,1,30000,0,0,119,2021,12,17,12,20,12,2,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,35,1,13,61,31,0,11,0,2,0,10,0,4,0,2,0,2,0,4,2,354507224,1394237913,6,3,,,,,,,,,,,,,,,2021
967281,1,30,555,346,2,0,1,30000,0,0,119,2021,12,22,13,22,12,1,1,1,14,0,1,0,23,0,23,3,9,1,70,4,3,1,75,75,3,61,31,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,354515305,1394233768,4,3,,,,,,,,,,,,,,,2021
967291,1,30,555,356,2,0,1,170,1,105,119,2021,12,1,8,0,12,2,1,1,1,0,1,9,22,0,23,18,9,30,70,1,3,1,35,45,51,61,0,0,0,0,0,0,20,0,4,0,0,0,0,0,4,2,354505741,1394235073,4,3,,,,,,,,,,,,,,,2021
967296,1,30,555,361,2,0,1,30000,0,0,119,2021,10,28,18,55,22,1,1,1,7,0,7,0,23,0,23,3,9,1,70,5,2,1,1,1,3,61,31,0,1,0,2,0,50,0,3,0,2,0,2,0,4,2,354538773,1394051803,5,3,,,,,,,,,,,,,,,2021
967300,1,30,556,260,2,0,1,30760,0,0,119,2021,12,3,9,38,12,1,1,1,1,0,7,1,21,0,23,14,9,30,70,4,2,1,55,25,51,61,0,0,0,0,0,0,20,0,4,0,0,0,0,0,4,2,354548760,1394116042,6,3,,,,,,,,,,,,,,,2021
967301,1,30,556,261,2,0,1,30000,0,0,119,2021,12,8,14,10,12,1,1,2,14,0,7,0,23,0,23,3,9,1,70,5,1,1,55,75,14,61,1,0,11,0,10,0,30,0,4,0,2,0,2,0,4,2,354705950,1394030554,4,3,,,,,,,,,,,,,,,2021
967308,1,30,556,268,2,0,1,30000,0,0,119,2021,12,18,11,45,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,1,1,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354545761,1394223264,7,3,,,,,,,,,,,,,,,2021
967313,1,30,556,273,2,0,1,20000,0,0,119,2021,12,25,10,10,12,1,1,1,7,0,7,0,23,0,23,3,9,1,70,5,1,1,1,1,17,61,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,354737077,1394110500,7,3,,,,,,,,,,,,,,,2021
967314,1,30,556,274,2,0,1,10200,0,0,119,2021,12,26,16,54,21,1,1,1,1,0,1,9,22,0,23,14,9,30,70,1,2,1,25,55,4,61,31,0,1,0,4,0,20,0,3,0,2,0,2,0,4,2,354639710,1394054316,1,3,,,,,,,,,,,,,,,2021
967316,1,30,556,276,2,0,1,30000,0,0,119,2021,12,27,1,0,22,1,1,1,1,0,1,0,23,0,23,17,9,30,70,1,1,1,25,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354634274,1394035624,2,3,,,,,,,,,,,,,,,2021
967317,1,30,556,277,2,0,1,170,1,132,119,2021,12,14,18,20,22,2,1,1,14,0,7,0,23,0,23,2,9,1,70,5,1,1,25,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354630047,1394147281,3,3,,,,,,,,,,,,,,,2021
967318,1,30,557,278,1,1,0,20000,0,0,120,2021,12,23,17,18,21,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,1,1,55,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,1,354508924,1393815265,5,3,,,,,,,,,,,,,,,2021
967329,1,30,557,289,2,0,1,20430,0,0,120,2021,12,5,18,1,22,1,1,1,7,0,7,0,23,0,23,3,9,1,70,5,2,1,65,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354418542,1393958673,1,3,,,,,,,,,,,,,,,2021
967347,1,30,557,307,2,0,1,30000,0,0,120,2021,12,26,15,0,12,1,1,1,1,0,7,9,21,0,23,15,9,30,70,4,2,1,45,1,35,61,31,0,0,0,5,0,10,0,3,0,0,0,0,0,4,2,354403018,1393826821,1,3,,,,,,,,,,,,,,,2021
967350,1,30,557,310,2,0,1,30000,0,0,120,2021,12,28,16,55,21,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,45,75,14,61,1,0,11,0,10,0,10,0,3,0,2,0,2,0,4,2,354446191,1393958266,3,3,,,,,,,,,,,,,,,2021
967351,1,30,557,311,2,0,1,10010,0,0,120,2021,12,28,21,34,22,1,1,1,1,0,1,9,22,0,23,19,9,30,70,4,2,1,65,25,3,61,1,0,1,0,10,0,20,0,3,0,2,0,2,0,4,2,354405541,1393944533,3,3,,,,,,,,,,,,,,,2021
967362,1,30,558,314,2,0,2,30000,0,0,120,2021,12,11,6,18,23,1,1,1,1,0,7,9,22,0,23,11,9,30,70,4,2,1,65,55,4,61,31,0,1,0,2,0,20,0,2,0,2,0,2,0,4,2,354426222,1393621984,7,3,,,,,,,,,,,,,,,2021
967366,1,30,558,318,2,0,1,30000,0,0,120,2021,12,10,8,1,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354403930,1393428623,6,3,,,,,,,,,,,,,,,2021
967368,1,30,558,320,2,0,1,10250,0,0,120,2021,12,18,10,35,12,1,1,1,1,0,1,9,22,0,23,17,9,30,70,4,3,1,35,25,3,61,31,0,1,0,4,0,80,0,3,0,2,0,2,0,4,2,354323594,1393453445,7,3,,,,,,,,,,,,,,,2021
967370,1,30,558,322,2,0,1,95000,0,0,120,2021,12,22,6,19,23,1,1,1,1,0,1,9,22,0,23,11,9,30,70,5,1,1,45,55,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354519603,1393414521,4,3,,,,,,,,,,,,,,,2021
967373,1,30,558,325,2,0,1,30000,0,0,120,2021,12,11,13,55,12,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,65,75,36,61,31,0,0,0,2,0,10,0,3,0,0,0,0,0,4,2,354606341,1393622959,7,3,,,,,,,,,,,,,,,2021
967377,1,30,559,189,2,0,1,30000,0,0,119,2021,12,6,14,5,12,2,1,1,1,0,7,8,22,0,23,11,9,30,70,4,3,1,45,75,3,61,31,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,354614828,1393917094,2,3,,,,,,,,,,,,,,,2021
967385,1,30,559,197,2,0,1,30000,0,0,119,2021,12,12,12,6,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,35,55,14,61,1,0,11,0,2,0,40,0,4,0,2,0,2,0,4,2,354640152,1393753741,1,3,,,,,,,,,,,,,,,2021
967387,1,30,559,199,2,0,1,30000,0,0,119,2021,12,22,18,30,22,1,1,1,1,0,7,9,22,0,23,11,6,30,70,5,1,1,45,55,4,61,31,0,1,0,1,0,10,0,3,0,2,0,2,0,4,2,354651431,1393937426,4,3,,,,,,,,,,,,,,,2021
967398,1,30,560,346,2,0,1,30000,0,0,120,2021,12,4,10,54,12,1,1,1,1,0,7,9,22,0,23,11,9,30,1,5,3,1,75,1,14,61,31,0,11,0,2,0,20,0,4,0,2,0,2,0,4,2,354439932,1393714446,7,3,,,,,,,,,,,,,,,2021
967421,1,30,560,369,2,0,1,30000,0,0,120,2021,12,25,18,27,22,2,1,1,7,0,7,0,23,0,23,2,9,1,70,5,2,1,55,75,3,61,31,0,1,0,1,0,50,0,4,0,2,0,2,0,4,2,354607859,1393830604,7,3,,,,,,,,,,,,,,,2021
967423,1,30,560,371,2,0,1,30000,0,0,120,2021,12,2,15,10,12,1,1,1,14,0,1,0,23,0,23,3,9,1,70,1,1,1,75,75,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354541324,1393625797,5,3,,,,,,,,,,,,,,,2021
967430,1,30,660,166,2,0,1,20070,0,0,106,2021,12,1,6,58,11,3,1,2,7,0,1,0,23,0,23,1,9,1,70,4,1,1,55,45,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354233779,1394624620,4,3,,,,,,,,,,,,,,,2021
967435,1,30,660,171,2,0,1,30000,0,0,106,2021,12,13,6,45,11,1,1,1,1,0,7,3,22,0,23,15,9,30,70,4,2,1,75,65,3,61,31,0,1,0,10,0,10,0,3,0,2,0,2,0,4,2,354223403,1394619513,2,3,,,,,,,,,,,,,,,2021
967439,1,30,660,175,2,0,1,10290,0,0,106,2021,12,16,8,35,12,1,1,1,7,0,1,0,23,0,23,1,9,1,70,4,2,1,1,35,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354209552,1394637714,5,3,,,,,,,,,,,,,,,2021
967444,1,30,660,180,2,0,1,30000,0,0,106,2021,12,20,18,25,22,1,1,1,1,0,7,3,22,0,23,14,9,30,70,5,3,1,45,45,3,61,31,0,1,0,10,0,10,0,3,0,2,0,2,0,4,2,354229080,1394646417,2,3,,,,,,,,,,,,,,,2021
967448,1,30,660,184,2,0,1,30000,0,0,106,2021,12,23,14,35,12,1,1,1,1,0,7,0,23,0,23,11,9,30,70,5,2,1,25,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354224642,1394627867,5,3,,,,,,,,,,,,,,,2021
967451,1,30,660,187,2,0,1,30000,0,0,106,2021,12,27,21,20,22,1,1,1,1,0,7,1,21,0,23,11,9,30,1,5,3,1,65,45,3,61,1,0,1,0,2,0,10,0,4,0,2,0,2,0,4,2,354246436,1394645702,2,3,,,,,,,,,,,,,,,2021
967460,1,30,661,94,2,0,1,30000,0,0,106,2021,11,27,9,50,12,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,4,1,35,45,14,61,31,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,354320783,1394642761,7,3,,,,,,,,,,,,,,,2021
967479,1,30,662,117,2,0,1,30000,0,0,106,2021,11,24,18,50,22,1,1,1,14,0,7,0,23,0,23,2,9,1,70,4,2,1,35,45,51,61,0,0,0,0,0,0,20,0,3,0,0,0,0,0,4,2,354316502,1394747692,4,3,,,,,,,,,,,,,,,2021
967481,1,30,662,119,2,0,1,30000,0,0,106,2021,12,15,22,15,22,2,1,1,1,0,7,9,22,0,23,11,9,30,70,4,2,1,45,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354242141,1394740996,4,3,,,,,,,,,,,,,,,2021
967485,1,30,662,123,2,0,1,30000,0,0,106,2021,12,24,13,45,12,1,1,1,1,0,7,9,22,0,23,14,9,30,70,4,1,1,45,75,51,61,0,0,0,0,0,0,20,0,3,0,0,0,0,0,4,2,354308576,1394742079,6,3,,,,,,,,,,,,,,,2021
967487,1,30,662,125,2,0,1,30000,0,0,106,2021,12,22,12,38,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,2,1,75,35,3,61,31,0,1,0,1,0,20,0,4,0,2,0,2,0,4,2,354243122,1394741275,4,3,,,,,,,,,,,,,,,2021
967488,1,30,662,126,2,0,2,20560,0,0,106,2021,12,30,5,53,23,1,1,1,1,0,1,9,22,0,23,15,9,30,70,1,2,1,1,25,34,61,31,0,0,0,5,0,10,0,1,0,0,0,0,0,2,2,354302837,1394733453,5,3,,,,,,,,,,,,,,,2021
967496,1,30,663,154,2,0,2,95000,0,0,106,2021,12,7,8,0,12,2,1,1,14,0,7,0,23,0,23,5,9,1,70,4,2,1,35,1,52,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354219680,1394737652,3,3,,,,,,,,,,,,,,,2021
967500,1,30,663,158,2,0,1,30000,0,0,106,2021,12,14,9,50,12,2,1,1,14,0,7,0,23,0,23,1,9,1,70,5,3,1,45,45,3,61,31,0,1,0,1,0,40,0,4,0,2,0,2,0,4,2,354228316,1394726261,3,3,,,,,,,,,,,,,,,2021
967501,1,30,663,159,2,0,1,30000,0,0,106,2021,12,17,8,10,12,3,1,2,14,0,7,0,23,0,23,3,9,1,70,5,3,1,45,75,13,61,31,0,11,0,2,0,30,0,4,0,2,0,2,0,4,2,354241320,1394701990,6,3,,,,,,,,,,,,,,,2021
967507,1,30,664,93,2,0,1,20570,0,0,118,2021,12,8,16,48,21,3,1,2,1,0,1,9,22,0,23,15,9,30,70,5,2,1,25,1,4,61,31,0,1,0,3,0,80,0,3,0,2,0,2,0,4,2,354505259,1394543242,4,3,,,,,,,,,,,,,,,2021
967520,1,30,665,72,2,0,1,30000,0,0,118,2021,12,18,13,53,12,1,1,1,1,0,1,9,22,0,23,18,9,30,70,4,1,1,45,1,1,61,1,0,1,0,3,0,10,0,4,0,2,0,2,0,4,2,354413859,1394828480,7,3,,,,,,,,,,,,,,,2021
967522,1,30,666,112,2,0,1,99000,0,0,118,2021,11,4,12,40,12,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,65,55,3,61,31,0,1,0,10,0,10,0,4,0,2,0,2,0,4,2,354408117,1394713785,5,3,,,,,,,,,,,,,,,2021
967541,1,30,667,135,2,0,1,20640,0,0,121,2021,12,17,7,15,11,3,1,2,14,0,7,0,23,0,23,2,9,1,1,5,3,1,25,45,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354518977,1394748755,6,3,,,,,,,,,,,,,,,2021
967550,1,30,668,449,1,1,0,10130,0,0,121,2021,12,2,5,34,23,1,1,1,7,0,1,0,23,0,23,6,9,1,70,4,1,1,1,75,51,61,0,0,0,0,0,0,40,0,4,0,0,0,0,0,4,1,354641180,1394627402,5,3,,,,,,,,,,,,,,,2021
967554,1,30,668,453,2,0,1,30000,0,0,121,2021,12,1,12,14,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,2,1,1,45,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354633753,1394722316,4,3,,,,,,,,,,,,,,,2021
967555,1,30,668,454,2,0,1,30000,0,0,121,2021,12,3,9,30,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,1,25,14,61,1,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,354716097,1394630448,6,3,,,,,,,,,,,,,,,2021
